topic,subtopic,difficulty,score,total_questions,percentage,time_taken,attempt_number,timestamp,user_id,score_ratio,is_improving,avg_previous_score,readiness
Java,OOPs,beginner,4,5,87.7,782,4,2025-12-07 22:12:43.466203,user_0076,0.8,False,,Excellent
Data Structures,Trees,beginner,5,5,100.0,581,4,2025-11-21 22:12:43.493131,user_0270,1.0,False,,Excellent
Java,Inheritance,advanced,5,5,100.0,669,14,2025-11-29 22:12:43.519063,user_0476,1.0,False,100.0,Excellent
Java,OOPs,advanced,5,5,100.0,722,19,2025-12-14 22:12:43.467199,user_0087,1.0,False,,Excellent
C,Pointers,advanced,5,5,100.0,665,17,2025-12-28 22:12:43.498117,user_0309,1.0,False,82.65,Excellent
DBMS,Transactions,beginner,1,5,31.5,851,2,2025-11-01 22:12:43.470191,user_0107,0.2,True,12.3,Average
Data Structures,Stacks,intermediate,4,5,88.6,621,12,2025-11-16 22:12:43.490137,user_0249,0.8,False,64.6,Excellent
DBMS,SQL,beginner,3,5,69.1,753,1,2025-12-06 22:12:43.521058,user_0494,0.6,False,,Excellent
C,Loops,beginner,2,5,59.3,639,1,2025-11-12 22:12:43.504101,user_0360,0.4,False,,Excellent
Data Structures,Trees,beginner,3,5,75.6,628,4,2025-11-12 22:12:43.479135,user_0159,0.6,True,57.2,Excellent
Data Structures,Queues,advanced,5,5,100.0,516,18,2025-12-20 22:12:43.516071,user_0451,1.0,False,91.9,Excellent
C,Pointers,advanced,5,5,100.0,592,24,2026-01-20 22:12:43.483156,user_0192,1.0,False,100.0,Excellent
C,Arrays,advanced,5,5,100.0,594,22,2026-01-06 22:12:43.483156,user_0193,1.0,True,94.16666666666667,Excellent
Data Structures,Linked List,beginner,3,5,62.8,625,4,2025-11-28 22:12:43.511084,user_0414,0.6,False,,Excellent
Data Structures,Queues,advanced,3,5,74.8,632,23,2025-12-28 22:12:43.514074,user_0440,0.6,False,57.839999999999996,Good
C,Loops,beginner,3,5,73.1,696,3,2025-11-16 22:12:43.508093,user_0391,0.6,True,,Excellent
OS,Threads,advanced,5,5,100.0,527,25,2025-12-13 22:12:43.490137,user_0249,1.0,False,66.3,Excellent
Python,Lists,intermediate,2,5,59.6,700,7,2025-11-03 22:12:43.464208,user_0067,0.4,True,26.7,Good
DBMS,SQL,beginner,3,5,78.5,693,1,2025-11-30 22:12:43.484122,user_0203,0.6,False,,Excellent
C,Pointers,advanced,5,5,100.0,599,24,2025-12-27 22:12:43.482143,user_0184,1.0,False,100.0,Excellent
Java,Inheritance,advanced,5,5,100.0,524,24,2026-01-25 22:12:43.456194,user_0004,1.0,False,70.65,Excellent
Data Structures,Linked List,advanced,5,5,100.0,521,29,2026-01-08 22:12:43.496122,user_0293,1.0,False,72.825,Excellent
Java,Inheritance,advanced,5,5,100.0,638,25,2025-12-29 22:12:43.466203,user_0077,1.0,False,100.0,Excellent
Python,File Handling,advanced,5,5,100.0,580,29,2026-01-17 22:12:43.513078,user_0427,1.0,False,100.0,Excellent
OS,Threads,beginner,3,5,76.1,624,4,2025-11-07 22:12:43.517066,user_0465,0.6,True,,Good
DBMS,Transactions,beginner,5,5,100.0,578,5,2025-12-16 22:12:43.477145,user_0150,1.0,False,85.2,Excellent
C,Functions,advanced,4,5,80.9,593,18,2025-11-24 22:12:43.511084,user_0415,0.8,False,75.8,Excellent
Python,Lists,advanced,3,5,60.2,824,16,2026-01-27 22:12:43.487148,user_0229,0.6,True,54.35,Needs Improvement
Data Structures,Trees,advanced,5,5,100.0,663,17,2025-11-26 22:12:43.507093,user_0383,1.0,False,100.0,Excellent
Java,Inheritance,advanced,5,5,100.0,742,16,2025-12-19 22:12:43.498117,user_0310,1.0,False,100.0,Excellent
Python,Lists,advanced,5,5,100.0,579,14,2025-12-16 22:12:43.471157,user_0116,1.0,False,100.0,Excellent
OS,Memory Management,intermediate,3,5,68.2,618,8,2025-11-05 22:12:43.460220,user_0035,0.6,True,84.6,Good
Data Structures,Queues,beginner,4,5,81.9,672,3,2025-12-16 22:12:43.504101,user_0356,0.8,True,,Good
Java,Exceptions,beginner,3,5,64.9,767,2,2025-11-10 22:12:43.517066,user_0464,0.6,True,,Excellent
DBMS,Normalization,intermediate,5,5,100.0,738,7,2025-11-21 22:12:43.513078,user_0431,1.0,True,,Excellent
Java,Inheritance,intermediate,3,5,66.4,751,12,2026-01-03 22:12:43.495127,user_0291,0.6,True,25.2,Average
Java,Exceptions,intermediate,4,5,81.7,616,9,2025-11-12 22:12:43.520058,user_0480,0.8,False,,Excellent
Python,Lists,advanced,4,5,80.0,673,13,2026-01-05 22:12:43.484122,user_0206,0.8,True,66.075,Good
Python,Lists,advanced,5,5,100.0,547,17,2025-12-11 22:12:43.512080,user_0419,1.0,False,97.125,Excellent
DBMS,Normalization,advanced,4,5,98.8,627,18,2025-12-28 22:12:43.514074,user_0438,0.8,True,83.93333333333334,Excellent
C,Arrays,advanced,5,5,100.0,673,18,2025-11-26 22:12:43.466203,user_0075,1.0,True,86.96,Excellent
OS,Memory Management,advanced,4,5,87.6,751,13,2025-12-19 22:12:43.473249,user_0128,0.8,False,70.65,Good
Java,OOPs,beginner,3,5,68.8,707,1,2025-11-06 22:12:43.494115,user_0277,0.6,False,,Excellent
DBMS,SQL,advanced,5,5,100.0,639,13,2025-11-26 22:12:43.518063,user_0468,1.0,False,100.0,Excellent
Data Structures,Linked List,beginner,3,5,66.3,773,5,2025-12-08 22:12:43.457229,user_0011,0.6,True,,Good
C,Functions,beginner,4,5,90.0,640,3,2025-11-29 22:12:43.461216,user_0040,0.8,False,,Excellent
Data Structures,Stacks,advanced,4,5,85.0,592,15,2025-12-31 22:12:43.516071,user_0450,0.8,True,73.96,Excellent
Java,OOPs,advanced,5,5,100.0,602,23,2026-01-15 22:12:43.498117,user_0309,1.0,False,79.8,Excellent
DBMS,Normalization,advanced,5,5,100.0,598,17,2026-01-01 22:12:43.471157,user_0115,1.0,False,100.0,Excellent
Java,OOPs,advanced,5,5,100.0,575,20,2025-12-21 22:12:43.465207,user_0070,1.0,False,92.7,Excellent
Data Structures,Trees,intermediate,5,5,100.0,515,6,2025-11-10 22:12:43.518063,user_0467,1.0,True,,Excellent
OS,Memory Management,advanced,5,5,100.0,616,23,2026-01-10 22:12:43.457229,user_0010,1.0,False,82.375,Excellent
OS,Memory Management,advanced,4,5,95.4,588,13,2026-01-14 22:12:43.504101,user_0356,0.8,True,84.375,Good
Python,Lists,advanced,5,5,100.0,719,13,2026-01-12 22:12:43.522021,user_0496,1.0,False,74.36666666666666,Excellent
Java,Exceptions,advanced,5,5,100.0,738,24,2026-01-05 22:12:43.464208,user_0069,1.0,False,91.36,Excellent
Data Structures,Trees,advanced,5,5,100.0,669,29,2026-01-11 22:12:43.508093,user_0385,1.0,False,100.0,Excellent
Java,OOPs,intermediate,4,5,87.5,696,7,2025-12-27 22:12:43.462213,user_0050,0.8,False,,Excellent
Java,Inheritance,advanced,5,5,100.0,657,28,2026-01-13 22:12:43.476177,user_0138,1.0,False,90.48333333333333,Excellent
Data Structures,Linked List,advanced,5,5,100.0,730,20,2026-01-05 22:12:43.510086,user_0404,1.0,False,90.6,Excellent
DBMS,Normalization,advanced,5,5,100.0,606,27,2026-01-10 22:12:43.512080,user_0421,1.0,False,96.1,Excellent
Java,OOPs,advanced,5,5,100.0,723,30,2026-01-04 22:12:43.485119,user_0212,1.0,False,85.375,Good
Python,File Handling,advanced,5,5,100.0,541,25,2025-12-30 22:12:43.508093,user_0385,1.0,False,84.38,Excellent
Java,Exceptions,beginner,1,5,34.3,864,1,2025-11-18 22:12:43.501109,user_0335,0.2,False,,Good
DBMS,Transactions,advanced,5,5,100.0,639,24,2025-12-13 22:12:43.478138,user_0152,1.0,False,48.5,Excellent
Java,Inheritance,beginner,2,5,57.3,712,4,2025-10-23 22:12:43.486148,user_0220,0.4,False,,Excellent
DBMS,Transactions,beginner,4,5,89.8,611,2,2025-10-13 22:12:43.505100,user_0368,0.8,True,,Excellent
DBMS,Transactions,advanced,4,5,85.3,638,18,2026-01-12 22:12:43.458228,user_0021,0.8,True,48.95,Needs Improvement
OS,Memory Management,advanced,5,5,100.0,741,30,2026-01-12 22:12:43.512080,user_0417,1.0,False,82.56,Excellent
Data Structures,Queues,advanced,3,5,74.6,674,16,2026-01-18 22:12:43.487148,user_0230,0.6,True,61.55,Average
DBMS,Normalization,intermediate,1,5,38.4,844,8,2025-11-15 22:12:43.496122,user_0292,0.2,False,,Excellent
Java,Inheritance,beginner,2,5,52.3,751,2,2025-11-28 22:12:43.509087,user_0398,0.4,False,53.0,Excellent
Python,Dictionaries,intermediate,5,5,100.0,558,12,2025-11-22 22:12:43.520058,user_0480,1.0,False,100.0,Excellent
Data Structures,Stacks,advanced,5,5,100.0,619,14,2025-11-23 22:12:43.507093,user_0382,1.0,False,98.85,Excellent
Data Structures,Trees,intermediate,4,5,88.4,603,10,2026-01-01 22:12:43.504101,user_0357,0.8,True,,Excellent
C,Pointers,intermediate,5,5,100.0,563,7,2025-12-04 22:12:43.472199,user_0118,1.0,True,,Excellent
Java,Inheritance,beginner,2,5,44.5,784,4,2025-12-13 22:12:43.511084,user_0410,0.4,True,,Needs Improvement
C,Functions,beginner,4,5,82.3,779,4,2025-12-20 22:12:43.492134,user_0265,0.8,True,,Excellent
Data Structures,Linked List,advanced,4,5,99.1,685,19,2026-01-02 22:12:43.469195,user_0099,0.8,False,83.03999999999999,Excellent
Python,File Handling,intermediate,2,5,59.4,670,11,2025-11-17 22:12:43.490137,user_0247,0.4,False,47.05,Good
Python,File Handling,intermediate,4,5,91.6,546,9,2025-12-04 22:12:43.516071,user_0452,0.8,False,61.25,Excellent
C,Loops,intermediate,4,5,96.9,723,8,2025-12-09 22:12:43.497122,user_0301,0.8,False,,Excellent
C,Pointers,advanced,5,5,100.0,608,20,2026-01-28 22:12:43.485119,user_0209,1.0,False,,Excellent
OS,Processes,advanced,5,5,100.0,535,23,2026-01-12 22:12:43.498117,user_0310,1.0,False,100.0,Excellent
DBMS,SQL,advanced,5,5,100.0,619,25,2026-01-11 22:12:43.484122,user_0204,1.0,False,81.03333333333333,Good
Java,Exceptions,advanced,5,5,100.0,639,31,2026-01-02 22:12:43.481266,user_0181,1.0,False,94.3,Excellent
Java,Exceptions,intermediate,3,5,64.1,740,10,2025-12-18 22:12:43.486148,user_0216,0.6,False,47.5,Excellent
C,Pointers,intermediate,2,5,41.5,776,7,2025-11-05 22:12:43.468198,user_0093,0.4,True,,Good
C,Arrays,intermediate,5,5,100.0,602,10,2025-11-29 22:12:43.511084,user_0409,1.0,True,84.8,Excellent
C,Arrays,intermediate,3,5,72.9,612,7,2025-11-27 22:12:43.480133,user_0172,0.6,False,45.4,Excellent
C,Loops,advanced,4,5,95.6,728,15,2025-11-20 22:12:43.478138,user_0152,0.8,True,74.60000000000001,Excellent
OS,Processes,advanced,5,5,100.0,729,13,2025-12-14 22:12:43.483156,user_0192,1.0,False,82.7,Excellent
Data Structures,Trees,intermediate,4,5,81.0,677,9,2025-11-25 22:12:43.490137,user_0250,0.8,True,62.2,Excellent
Python,File Handling,intermediate,4,5,94.0,668,6,2025-10-24 22:12:43.488111,user_0234,0.8,True,86.4,Excellent
DBMS,Normalization,advanced,3,5,60.6,679,24,2026-01-02 22:12:43.480133,user_0174,0.6,False,42.325,Average
Java,OOPs,advanced,5,5,100.0,648,22,2026-01-03 22:12:43.512080,user_0418,1.0,False,85.02000000000001,Excellent
DBMS,SQL,intermediate,5,5,100.0,589,10,2025-12-09 22:12:43.489109,user_0240,1.0,False,100.0,Excellent
OS,Threads,beginner,5,5,100.0,607,5,2025-12-16 22:12:43.484122,user_0201,1.0,True,75.3,Good
Python,Lists,beginner,4,5,82.5,561,1,2025-11-21 22:12:43.478138,user_0157,0.8,False,,Good
Data Structures,Trees,beginner,2,5,40.4,730,4,2025-11-23 22:12:43.477145,user_0148,0.4,False,,Average
Data Structures,Linked List,advanced,4,5,100.0,584,18,2025-12-29 22:12:43.469195,user_0099,0.8,False,78.8,Excellent
OS,Memory Management,intermediate,4,5,83.2,643,11,2025-12-22 22:12:43.462213,user_0051,0.8,True,,Average
DBMS,Transactions,intermediate,4,5,99.9,709,10,2025-11-16 22:12:43.519063,user_0478,0.8,False,65.66,Excellent
Data Structures,Stacks,advanced,5,5,100.0,727,27,2026-01-03 22:12:43.500113,user_0323,1.0,False,99.06,Excellent
Data Structures,Linked List,intermediate,4,5,96.8,671,8,2025-12-05 22:12:43.522021,user_0498,0.8,True,62.166666666666664,Excellent
Python,File Handling,beginner,3,5,65.1,708,5,2025-10-31 22:12:43.496122,user_0299,0.6,False,,Good
Python,Lists,advanced,5,5,100.0,566,18,2025-12-31 22:12:43.483156,user_0198,1.0,False,94.35,Excellent
Java,OOPs,advanced,2,5,42.3,682,17,2026-01-22 22:12:43.487148,user_0230,0.4,False,46.63333333333333,Average
C,Pointers,beginner,4,5,82.8,666,4,2025-11-12 22:12:43.521058,user_0493,0.8,False,,Excellent
C,Loops,advanced,5,5,100.0,589,31,2026-01-08 22:12:43.496122,user_0297,1.0,False,90.94,Excellent
OS,Threads,advanced,5,5,100.0,561,20,2025-12-25 22:12:43.517066,user_0461,1.0,False,78.9,Excellent
C,Loops,advanced,5,5,100.0,633,18,2026-01-03 22:12:43.500113,user_0322,1.0,True,86.8,Good
C,Loops,intermediate,3,5,78.9,617,7,2025-11-15 22:12:43.502108,user_0340,0.6,True,82.53333333333333,Excellent
OS,Memory Management,beginner,1,5,32.3,900,1,2025-10-10 22:12:43.464208,user_0064,0.2,False,,Good
DBMS,Transactions,intermediate,4,5,95.2,534,8,2025-11-26 22:12:43.508093,user_0392,0.8,True,,Excellent
DBMS,Transactions,advanced,5,5,100.0,742,25,2025-12-21 22:12:43.485119,user_0212,1.0,False,69.675,Good
C,Loops,advanced,3,5,76.5,581,14,2025-12-26 22:12:43.511084,user_0413,0.6,False,54.79999999999999,Excellent
DBMS,Transactions,advanced,4,5,90.7,619,19,2025-12-26 22:12:43.489109,user_0241,0.8,False,82.6,Excellent
Java,Inheritance,advanced,5,5,100.0,676,24,2026-01-11 22:12:43.472199,user_0123,1.0,False,100.0,Excellent
C,Loops,intermediate,5,5,100.0,677,9,2025-12-14 22:12:43.509087,user_0396,1.0,False,100.0,Excellent
Java,OOPs,intermediate,4,5,83.8,615,9,2025-11-22 22:12:43.519063,user_0479,0.8,False,91.3,Excellent
Data Structures,Trees,advanced,5,5,100.0,674,23,2026-01-23 22:12:43.473249,user_0128,1.0,False,62.61666666666667,Good
Java,Exceptions,beginner,2,5,46.0,840,2,2025-12-01 22:12:43.522021,user_0496,0.4,False,,Excellent
Python,Dictionaries,advanced,5,5,100.0,529,14,2026-01-05 22:12:43.458228,user_0017,1.0,False,95.44,Excellent
C,Arrays,advanced,5,5,100.0,592,29,2026-01-14 22:12:43.472199,user_0120,1.0,False,79.66666666666667,Excellent
OS,Memory Management,advanced,5,5,100.0,619,23,2026-01-13 22:12:43.485119,user_0213,1.0,False,81.4,Excellent
OS,Memory Management,intermediate,5,5,100.0,515,8,2025-11-28 22:12:43.512080,user_0420,1.0,True,78.5,Excellent
Java,OOPs,advanced,4,5,96.2,613,17,2025-12-24 22:12:43.477145,user_0146,0.8,False,76.02000000000001,Good
DBMS,Normalization,advanced,5,5,100.0,714,13,2025-11-27 22:12:43.519063,user_0476,1.0,False,94.275,Excellent
Data Structures,Stacks,advanced,5,5,100.0,655,20,2025-12-19 22:12:43.473249,user_0127,1.0,False,94.675,Excellent
Python,Dictionaries,intermediate,3,5,75.8,609,7,2025-12-05 22:12:43.456194,user_0004,0.6,True,67.30000000000001,Excellent
DBMS,Normalization,advanced,5,5,100.0,533,25,2026-01-11 22:12:43.512080,user_0419,1.0,True,87.5,Excellent
Java,Inheritance,intermediate,3,5,63.5,841,9,2025-11-22 22:12:43.498117,user_0308,0.6,False,41.0,Excellent
C,Loops,advanced,5,5,100.0,681,21,2025-12-22 22:12:43.469195,user_0101,1.0,False,100.0,Excellent
DBMS,SQL,beginner,3,5,69.0,785,5,2025-11-08 22:12:43.514074,user_0435,0.6,False,67.2,Excellent
OS,Memory Management,intermediate,2,5,50.9,661,6,2025-12-23 22:12:43.515072,user_0441,0.4,False,58.849999999999994,Good
OS,Memory Management,advanced,4,5,98.3,675,22,2025-12-17 22:12:43.517066,user_0457,0.8,False,78.15,Excellent
C,Arrays,advanced,3,5,73.2,637,21,2025-12-14 22:12:43.515072,user_0447,0.6,True,59.45,Good
OS,Threads,advanced,5,5,100.0,750,19,2025-12-19 22:12:43.458228,user_0015,1.0,False,73.9,Excellent
Java,Exceptions,advanced,5,5,100.0,716,32,2026-01-31 22:12:43.514074,user_0436,1.0,False,87.65714285714286,Excellent
DBMS,Normalization,intermediate,5,5,100.0,576,11,2025-11-07 22:12:43.519063,user_0472,1.0,True,57.05,Excellent
Java,OOPs,intermediate,4,5,83.0,657,10,2025-12-17 22:12:43.476177,user_0141,0.8,True,80.15,Excellent
DBMS,SQL,intermediate,5,5,100.0,518,11,2025-11-27 22:12:43.512080,user_0422,1.0,False,,Excellent
OS,Memory Management,beginner,2,5,59.6,774,1,2025-11-15 22:12:43.503106,user_0352,0.4,False,,Excellent
OS,Memory Management,advanced,5,5,100.0,734,25,2025-12-19 22:12:43.479135,user_0165,1.0,False,100.0,Excellent
Python,Dictionaries,intermediate,5,5,100.0,528,12,2025-11-16 22:12:43.487148,user_0227,1.0,False,100.0,Excellent
Data Structures,Queues,advanced,5,5,100.0,695,31,2026-01-09 22:12:43.506095,user_0371,1.0,False,,Excellent
DBMS,Normalization,advanced,5,5,100.0,539,24,2026-01-02 22:12:43.496122,user_0292,1.0,False,47.833333333333336,Excellent
Java,OOPs,advanced,4,5,87.8,666,14,2025-11-22 22:12:43.463213,user_0059,0.8,True,80.96666666666665,Excellent
OS,Threads,advanced,5,5,100.0,577,16,2025-12-18 22:12:43.508093,user_0386,1.0,False,100.0,Excellent
Java,OOPs,advanced,5,5,100.0,519,26,2026-01-20 22:12:43.484122,user_0199,1.0,False,100.0,Excellent
OS,Processes,intermediate,3,5,70.4,812,7,2025-11-06 22:12:43.491135,user_0252,0.6,True,60.5,Excellent
OS,Memory Management,intermediate,4,5,89.3,606,9,2026-01-03 22:12:43.491135,user_0253,0.8,True,,Good
Java,Exceptions,intermediate,3,5,65.4,644,6,2025-11-27 22:12:43.479135,user_0163,0.6,False,,Excellent
Python,File Handling,beginner,3,5,70.3,775,4,2025-10-27 22:12:43.481266,user_0182,0.6,False,,Excellent
Python,File Handling,intermediate,2,5,46.7,686,8,2025-11-12 22:12:43.515072,user_0444,0.4,False,14.8,Excellent
Python,Lists,advanced,4,5,83.2,739,28,2026-01-26 22:12:43.485119,user_0208,0.8,False,74.5,Good
Data Structures,Queues,intermediate,4,5,94.4,528,8,2025-12-19 22:12:43.466203,user_0074,0.8,False,63.1,Excellent
Python,File Handling,advanced,5,5,100.0,675,17,2025-11-30 22:12:43.477145,user_0145,1.0,True,99.60000000000001,Excellent
OS,Memory Management,intermediate,4,5,80.7,637,12,2025-12-19 22:12:43.510086,user_0408,0.8,True,58.9,Excellent
C,Arrays,advanced,5,5,100.0,527,20,2026-01-22 22:12:43.501109,user_0335,1.0,False,79.25,Good
OS,Memory Management,advanced,4,5,82.2,623,16,2025-12-19 22:12:43.468198,user_0092,0.8,False,87.1,Excellent
C,Loops,advanced,5,5,100.0,536,14,2025-12-27 22:12:43.494115,user_0280,1.0,False,97.56666666666666,Excellent
DBMS,SQL,beginner,2,5,49.0,716,1,2025-10-19 22:12:43.500113,user_0324,0.4,False,,Excellent
C,Loops,advanced,5,5,100.0,581,25,2025-12-29 22:12:43.467199,user_0084,1.0,False,93.06666666666666,Excellent
C,Arrays,advanced,2,5,56.3,711,17,2025-12-17 22:12:43.501109,user_0334,0.4,True,46.55,Average
C,Functions,beginner,3,5,64.4,845,5,2025-11-04 22:12:43.468198,user_0094,0.6,True,48.7,Excellent
Java,Inheritance,beginner,4,5,89.0,761,1,2025-10-13 22:12:43.456194,user_0001,0.8,False,,Excellent
Data Structures,Queues,advanced,3,5,76.0,597,17,2025-12-28 22:12:43.492134,user_0267,0.6,True,47.1,Good
OS,Memory Management,beginner,4,5,96.0,579,5,2025-12-15 22:12:43.483156,user_0197,0.8,True,76.3,Excellent
Data Structures,Stacks,advanced,3,5,67.5,812,22,2025-12-28 22:12:43.470191,user_0107,0.6,True,33.36666666666667,Average
DBMS,Transactions,beginner,4,5,84.8,648,2,2025-11-13 22:12:43.516071,user_0452,0.8,False,,Excellent
OS,Processes,beginner,2,5,50.6,863,2,2025-10-30 22:12:43.494115,user_0278,0.4,False,,Excellent
Java,OOPs,advanced,2,5,54.0,768,19,2025-12-30 22:12:43.517066,user_0460,0.4,False,39.15,Good
C,Pointers,intermediate,5,5,100.0,707,10,2025-11-24 22:12:43.504101,user_0359,1.0,False,95.65,Excellent
Data Structures,Queues,advanced,5,5,100.0,515,14,2025-12-07 22:12:43.458228,user_0022,1.0,False,83.83333333333333,Excellent
DBMS,Transactions,advanced,5,5,100.0,704,20,2026-01-02 22:12:43.514074,user_0438,1.0,True,89.74,Excellent
C,Arrays,intermediate,5,5,100.0,603,11,2025-12-12 22:12:43.489109,user_0240,1.0,False,100.0,Excellent
DBMS,Normalization,intermediate,3,5,73.5,689,7,2025-12-13 22:12:43.478138,user_0153,0.6,False,95.4,Excellent
Data Structures,Linked List,intermediate,5,5,100.0,561,9,2025-12-31 22:12:43.462213,user_0048,1.0,True,,Excellent
Data Structures,Stacks,advanced,3,5,78.8,608,14,2025-12-27 22:12:43.479135,user_0163,0.6,False,,Excellent
DBMS,Normalization,advanced,4,5,93.7,728,27,2026-01-03 22:12:43.501109,user_0332,0.8,False,61.75,Excellent
Java,OOPs,advanced,5,5,100.0,515,24,2026-01-04 22:12:43.463213,user_0057,1.0,False,90.28,Excellent
DBMS,Normalization,advanced,5,5,100.0,543,16,2025-12-05 22:12:43.466203,user_0077,1.0,False,100.0,Excellent
Python,Lists,intermediate,2,5,46.9,868,7,2025-11-24 22:12:43.465207,user_0073,0.4,True,41.85,Average
DBMS,Normalization,intermediate,5,5,100.0,657,9,2025-11-16 22:12:43.457229,user_0012,1.0,True,100.0,Excellent
C,Functions,intermediate,3,5,71.5,716,9,2025-12-12 22:12:43.456194,user_0004,0.6,False,31.7,Excellent
C,Functions,beginner,5,5,100.0,552,4,2025-11-04 22:12:43.502108,user_0340,1.0,False,76.5,Excellent
C,Pointers,intermediate,3,5,61.8,756,6,2025-12-05 22:12:43.511084,user_0413,0.6,False,48.8,Excellent
DBMS,SQL,beginner,1,5,30.0,810,1,2025-10-28 22:12:43.501109,user_0330,0.2,False,,Average
C,Functions,advanced,3,5,68.5,623,24,2026-01-11 22:12:43.501109,user_0334,0.6,False,54.03333333333333,Average
C,Loops,beginner,2,5,43.2,880,1,2025-10-19 22:12:43.476177,user_0138,0.4,False,,Excellent
C,Arrays,advanced,3,5,61.3,615,14,2025-12-15 22:12:43.513078,user_0429,0.6,False,79.1,Excellent
C,Functions,advanced,5,5,100.0,629,30,2025-12-31 22:12:43.481266,user_0181,1.0,False,100.0,Excellent
OS,Processes,intermediate,5,5,100.0,568,11,2025-12-11 22:12:43.518063,user_0471,1.0,False,68.6,Excellent
Java,OOPs,intermediate,2,5,50.6,863,6,2025-12-28 22:12:43.482143,user_0190,0.4,True,,Average
Java,Inheritance,advanced,3,5,66.1,709,25,2026-01-13 22:12:43.521058,user_0488,0.6,False,61.720000000000006,Good
Data Structures,Linked List,beginner,2,5,42.2,762,4,2025-11-15 22:12:43.499115,user_0316,0.4,False,,Good
Java,OOPs,beginner,1,5,24.4,789,2,2025-11-28 22:12:43.473249,user_0131,0.2,False,,Good
Java,Exceptions,intermediate,5,5,100.0,586,9,2025-11-27 22:12:43.520058,user_0484,1.0,False,90.9,Excellent
Data Structures,Linked List,beginner,3,5,66.4,612,1,2025-11-06 22:12:43.470191,user_0103,0.6,False,,Excellent
Data Structures,Queues,beginner,3,5,65.7,809,1,2025-10-31 22:12:43.505100,user_0365,0.6,False,,Excellent
